filename,store_name,store_address,store_code,taxpayer_name,tax_id,receipt_number,cashier_name,date,time,item_name,quantity,unit_price,line_total,subtotal,vat_18_percent,total_tax,cashless_payment,cash_payment,bonus_payment,advance_payment,credit_payment,queue_number,cash_register_model,cash_register_serial,fiscal_id,fiscal_registration,refund_amount,refund_date,refund_time
jABELpPHDhZT.jpeg,AZƏRBAYCAN SUPERMARKET MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ,BAKI ŞƏHƏRİ YƏTİ RAYONU GƏNCƏ PR. MƏHƏLLƏ,1403051411-20006,AZƏRBAYCAN SUPERMARKET MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ,1403051411,642484,HÜSEYNOV,25.12.2023,17:05:44,ROM XAMA,1.0,219.00,219.00,25.81,2.31,2.31,25.81,0.0,0.0,0.0,0.0,386,Мипсог Nixdorf ВЕЕТИЕ/М-И1,530523183,fABELpPHDhZT,0000023179,0.40,25.01.2024,05:17
Es6HZUh8kGx5.jpeg,ARAZ SUPERMARKET MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ,"Bakı şəhəri, t.2942 saylı bina",1001994141-20022,ARAZ SUPERMARKET MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ,1001994141,120941,Zohra Babayeva,09.03.2023,21:49:47,SIRAB QAZSIZ SU PET,2000.0,0.85,1700.00,6.46,0.86,0.86,6.46,0.0,0.0,0.0,0.0,629,NBA FiscalBox,900119100844,Es6HZUh8kGx5,0000007877,0.15,08.04.2023,05:58
7X97ACHeUV6P.jpeg,DOKTA MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ,null,1401425191-14017,DOKTA MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ,1401425191,26333,Kassir 1,26.04.2023,13:46:33,chiklovir 5 10 qr Melhem Ta,1.0,0.97,0.97,5.86,0.89,0.89,5.86,0.0,0.0,0.0,0.0,60,NBA FiscalBox,900121010741,7X97ACHeUVSP,0000090258,0.16,28.05.2023,01:39
Bmh6Xs9R4JPE.jpeg,ARAZ SUPERMARKET MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ,"Bakı şəhəri, 2942 saylı bina",1001994141-20022,ARAZ SUPERMARKET MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ,1001994141,172660,Agos Bagirov,18.05.2023,22:17:39,AKTİVİA YOGURT,1.0,119.00,119.00,7.16,1.09,1.09,71.00,0.0,0.0,0.0,0.0,571,NBA FiscalBox,900119100844,Bmh6Xs9R4)PE,0000007877,0.19,17.06.2023,12:19
BeKhPrwsZtzb.jpeg,SSİ RETAİL MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ,BAKI ŞƏHƏRİ,1000143741-16002,SSİ RETAİL MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ,1000143741,null,Api,18.12.2023,18:30:52,TC-uni-black-L1,1.0,24.99,24.99,24.99,3.81,3.81,24.99,0.0,0.0,0.0,0.0,123,TPS575 Smart POS,2001G57500302395,BekhPrusZtzb.,0000091819,0.67,19.01.2024,09:44
CwwRhBbWg5Sf.jpeg,ARAZ SUPERMARKET MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ,"Bakı şəhəri, 2942 saylı bina",1001994141-20022,ARAZ SUPERMARKET MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ,1001994141,175167,Agos Bagirov,24.04.2023,22:31:40,SIRAB QAZSIZ SU PET,2.0,0.80,1.60,2.39,0.24,0.24,2.39,0.0,0.0,0.0,0.0,654,NBA FiscalBox,900119100843,СилиАҺВБИЈӘ551,0000007875,0.04,24.05.2023,06:03
9iEG1QZyEFAi.jpeg,AFosir MARKET,"BAKI ŞƏHƏRİ, KƏTAİ RAYONU GƏNCƏ PR. ev.2942-Cİ MƏHƏLLƏ 4-CÜ KORPUS",1001994141-20019,ARAZ SUPERMARKET MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ,1001994141,426841,Eliyar Memmedov,10.06.2023,10:14:55,SIRAB QAZSIZ SU PET,4.0,0.50,2.00,3.00,0.46,0.46,3.00,0.0,0.0,0.0,0.0,187,NBA FiscalBox,900120010612,9iEG1QZyEFAi,0000022720,0.08,10.07.2023,12:00
9La1t95fVigf.jpeg,AQUAPARK-MARKET,AZ1022 BAKI ŞƏHƏRİ 008F”YNssini RAYONU KƏRPİC ev16,1701102351-14010,ANC GROUP MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ,1701102351,188825,Rəsul Moisiyev Denis,10.06.2023,20:40:35,SU SİRAB QAZSIZ,1.0,0.85,0.85,1.85,0.28,0.28,185.00,0.0,0.0,0.0,0.0,322,IPOS AZ1001,ESOF000127,9La1t95fVigf,0000071135,0.05,10.07.2023,08:39
7NDVdr31esAC.jpeg,AL MARKET MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ,BAKI ŞƏHƏRİ GAT RAYONU İ.ZÜLFÜQAROV ev:81,AZ1129,AL MARKET MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ,1005498281,547748,NURANƏ ELTON QIZI,01.01.2024,15:04:25,BETA CAY EARL GREY,1.0,2.25,2.25,3.22,0.49,0.49,322.00,0.0,0.0,0.0,,166,NBA FiscalBox,900119090124,7NDVdr316sAC,0000002533,0.09,01.02.2024,01:28
GiSWri6ozctN.jpeg,PROMART Məhdud Məsuliyyətli Cəmiyyəti,"Bakı Şəhəri, Süleyman Rüstəm",1702278621-14001,PROMART Məhdud Məsuliyyətli Cəmiyyəti,1702278621,null,Quliyeva Gulnar,15.05.2023,14:07:37,ALCA YERLİ,1.0,398.00,398.00,5.67,0.78,1.25,5.67,0.0,0.0,0.0,0.0,507,İBM POS 700,41AVVK12,GiSyiri6ozctN,0000030116,0.02,14.06.2023,05:03
CZJsxBLAhv6e.jpeg,İdda MARKET,"Bakı şəhəri, Əyri rayonu, Gəncə pr. ev. Korpus 04, m2942 saylı bina",1001994141-20022,ARAZ SUPERMARKET MƏHDUD MƏSULİYYƏTLİ Cəmiyyəti,1001994141,143146,Eliyar Memmedov,16.03.2023,01:16:22,İVANOVKA DOVGA,2.0,155.00,310.00,7.52,1.15,1.15,7.52,0.0,0.0,0.0,0.0,40,NBA FiscalBox,900119100843,CZJsxBLAhv6e,0000007875,0.20,15.04.2023,11:05
AEvGU2mWuNEe.jpeg,ARAZ SUPERMARKET MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ,"Bakı şəhəri, 2942 saylı bina",1001994141-20022,ARAZ SUPERMARKET MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ,1001994141,3563,Agos Bagirov,03.06.2023,22:48:06,QLOBUS PLOMBİR KOFE,2000.0,0.49,980.00,742.00,1.13,1.13,821.00,0.0,0.0,0.0,0.0,445,NBA FiscalBox,900120010265,AEVGU2mVVuNEe,0000015497,0.20,03.07.2023,07:31
4fjBcM3jed4D.jpeg,İRAz MARKET,"Bakı şəhəri, Gəncə pr. ev. Korpus 04, 2942 saylı bina",1001994141-20022,ARAZ SUPERMARKET MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ,1001994141,330264,Zohra Babayeva,18.12.2023,21:20:31,BİC ALISQAN,5.0,25.00,125.00,84.00,1.30,1.30,8.54,0.0,0.0,0.0,0.0,248,NBA FiscalBox,900119100844,4fiBcM3)ed4D,0000007877,0.23,19.01.2024,09:43
HNZdbYNj18hu.jpeg,İRAz MARKET,"Bakı Şəhəri, t.2942 SAYLI BİNA",1001994141-20022,ARAZ SUPERMARKET MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ,1001994141,2582,Zohra Babayeva,02.06.2023,22:07:57,İVANOVKA DOVGA,200.0,3.10,620.00,7.58,1.04,1.04,7.58,0.0,0.0,0.0,0.0,608,NBA FiscalBox,900120010265,HNZdbYNi18hu,0000015497,0.18,02.07.2023,07:48
